INDEX,HS,CN,TARGET,VERSION
2451,We are surrounded by Muslims and they are all the same. They are all terrorists.,"What about the thousands of Muslims who have contributed to our country, created jobs, and provided for our families?",MUSLIMS,V4
2382,Islam is a religion of conquest.,"Islam is a religion of peaceful coexistence, that has brought many good things to so many.",MUSLIMS,V4
4447,Islam is a religion of conquest.,"The definition of 'religion of conquest' is a political and social construct, used to justify the forcible removal of people's rights. If you want to talk about religion, I would just say that Islam is a religion of peace.",MUSLIMS,V6_lab
91,What if our entire ruling class consisted of J-controlled paedophiles? That would explain a lot.,Explain what exactly?,JEWS,V1
19,What if our entire ruling class consisted of J-controlled paedophiles? That would explain a lot.,What would it explain? This comment is very vague I wonder if you have any facts that make you wonder this.,JEWS,V1
3531,Jews control the world economy,"How can you be sure they control the world? Maybe there are some influential Jews in the world, but how does that coincide with 'controlling the world'?",JEWS,V6_kc
214,Jews control the world economy,"Jews constitute only a small minority of the heads of Fortune 500 companies, how they are supposed to control the world ecomony?",JEWS,V1
2340,Refugees are overrunning our country like Ebola.,"What exactly do you mean by 'overrunning our country like Ebola'? In most countries on the planet, refugees undergo health assesments as they come.",MIGRANTS,V4
2341,Refugees are overrunning our country like Ebola.,"How can you say that? Refugees come here to live, to work and to provide for their families.",MIGRANTS,V4
2333,"Gay perverts are a danger to society because of their lifestyle choices, involving raping children.","The majority of people who are gay are not involved with sex with children. Instead, they are contributing members of society.",LGBT+,V4
3582,"Gay perverts are a danger to society because of their lifestyle choices, involving raping children.","Being gay has nothing to do with being a pervert. Also, gay people are not a danger to society, they are a part of it!",LGBT+,V6_kc
685,"Children should not be taught about LGBT perversion. Families, due to their cultural or religious backgrounds, have the right to be against it.",Some parents may be racist and be against teaching about slavery. That doesn't mean that subjects such as this shouldn't be truthfully covered.,LGBT+,V1
686,"Children should not be taught about LGBT perversion. Families, due to their cultural or religious backgrounds, have the right to be against it.","By this reasoning, no subject of importance should be taught in school, because there is always someone against a certain topic.",LGBT+,V1
2301,Women are nothing but whores and expendable commodities to be used and abused by men.,"Women are human beings. We all have the right to respect for our bodies and our personal boundaries, without forcing anyone to do anything for us.",WOMEN,V4
2302,Women are nothing but whores and expendable commodities to be used and abused by men.,Women are human beings. They have every right to feel valued for who they are.,WOMEN,V4
3739,Women are here to obey and be submissive and their place is with the man that chooses them. That's all.,Women have always been asked to follow a set of rules and codes. They are human beings and deserve respect. Their place is wherever they want it to be.,WOMEN,V6_kc
2276,Women are here to obey and be submissive and their place is with the man that chooses them. That's all.,All human being have the right to choose how to live their life? That includes the right to choose the person they want to spend their lives with. You don't sound like my first choice.,WOMEN,V4
2266,"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.",Aree you suggesting that we shouldn't live with Africans? To think that we are genetically superior to them because of their physical characteristics is just wrong.,POC,V4
3690,"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.","Well, the argument sounds like you are trying to justify racial hatred by making some generalisations. Is that the case?",POC,V6_kc
3941,Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,The Koran contains nothing that I would consider a problem. So why do you say that it is a totalitarian ideology?,MUSLIMS,V6_kc
2253,Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,This is a very simplistic and inaccurate characterization of Islam. Some Muslims feel uncomfortable walking the streets of Britain with the fear of being attacked by racist people.,MUSLIMS,V4
715,I'm tired of woman taking part in political debate. Feminism is a divisive force in society.,"There are still groups trying to reverse legal protections for women's rights that have only existed since the last century. Even if one were to suppose that womend didn't need more rights, we need feminists just to keep things from going backwards.",WOMEN,V1
